type	index	image	question	A	B	C	D	answer
hg	1693	data/figure/hg/2024-05-07--华金证券-2024年财政政策展望：扩张何去？融资何从？_page12_图14居民商品和服务消费同比增速对比.jpg	哪一年居民商品和服务消费增速差距最大？	2020	2021	2022	2023	B
hg	1694	data/figure/hg/2023-09-22--中诚信国际-2023年8月财政数据点评：“房地产二次探底”持续，政府性基金收入降幅再度扩大_page8_no_caption.jpg	直方图中，新增专项债最高的省份是？	广东	江苏	浙江	山东	A
hg	1695	data/figure/hg/2023-12-01--国金证券-2024年宏观经济形势展望：江春入旧年_page7_图表12美国CMBS逾期率.jpg	从图表中可以看出，2023年10月哪个类别的CMBS逾期率最低？	总体	工业	公寓	酒店	B
hg	1696	data/figure/hg/2024-05-15--东海证券-降低金融市场收益率，引导更多资金进实体_page12_图2619802000美国股市IPO数量家.jpg	哪一行业在2024年5月1日的IPO数量最多？	金融	信息技术	可选消费	机械制造	A
hg	1697	data/figure/hg/2022-12-11--平安证券-国内宏观周报：内需高频指标低位回升_page10_图表36本周A股主要股指涨跌幅.jpg	哪只指数的周涨幅最低？	上证综指	创业板指	中证500	科创50	D
hg	1698	data/figure/hg/2023-04-26--中国银河-2023年二季度宏观经济展望：始于足下_page17_图45欧央行3月开始坚定缩表短期紧缩态度明确.jpg	根据直方图，PEPP每月净购买量在哪个时间段达到峰值？	2019年7月至2020年3月	2020年4月至2020年12月	2021年1月至2021年6月	2021年7月至2022年3月	B
hg	1699	data/figure/hg/2024-05-29--国金证券-2024年4月工业企业利润点评：库存周期“启动”_page7_图表204月中上游制造行业利润占比提升.jpg	2024年4月，哪个行业的利润占比增长最快？	公用事业	下游消费制造	中游装备制造	采矿+上游加工冶炼	D
hg	1700	data/figure/hg/2023-12-06--国金证券-“宏观基本面”系列：地产债务再审视：曙光初现？_page8_图表192023年9月地方地产政策放松政策密集出台.jpg	从直方图中可以看出，涉及省市数量最多的月份是？	2022-05	2023-09	2022-08	2023-04	A
hg	1701	data/figure/hg/2023-11-24--开源证券-宏观深度报告：2024年宏观经济展望-破浪前行_page46_图86生产类机械设备产品出口具有较强韧性8.jpg	根据直方图，哪类设备出口同比增长最高？	新能源等电气设备	生产类交通设备	通用专用机械设备	劳密型产品	A
hg	1702	data/figure/hg/2023-01-16--上海证券-12月金融数据点评：金融底再现，宽信用可期_page5_no_caption.jpg	非金融性公司和企业中，哪一年的数据最低？	2020-12	2021-12	2022-12	无法确定	C
hg	1703	data/figure/hg/2022-10-24--国海证券-2022年海外经济观察系列（七）：美国经济能软着陆吗？_page7_图9移民人口在各行业中占比.jpg	整体占比的移民人口比例大约是多少？	15%	17%	19%	20%	B
hg	1704	data/figure/hg/2024-08-22--国金证券-国际政治深度报告：从政治极化看美国大选_page12_图表17信仰基督教犹太教众议员占比高于总体样本.jpg	国会议员中信仰基督教的比例是多少？	63%	88%	无信仰	犹太教	B
hg	1705	data/figure/hg/2022-11-27--粤开证券-【粤开宏观】负重前行的财政，逆势崛起的基建：2023年财政和基建形势展望_page8_图表7110月财政收支差占预算赤字比重高于往年.jpg	从2017年到2022年，预算赤字比重的变化趋势是？	逐年上升	先上升后下降再上升	逐年下降	先下降后上升	B
hg	1706	data/figure/hg/2022-10-13--天风证券-宏观：10月社融有望维持韧性_page5_图8除地产外其他行业的贷款需求指数均有所好转单位.jpg	从2022年6月到2022年9月，哪个行业的贷款需求指数增长最多？	制造业	基础设施	批发零售业	房地产	B
hg	1707	data/figure/hg/2023-04-28--招商银行-2023年财政政策探析：提升效能，更可持续_page11_图21新增专项债是扩投资的重要资金来源.jpg	在所有领域中，哪一领域的新增专项债投向金额最大？	交通	社会事业	市政及产业	农林水利	C
hg	1708	data/figure/hg/2023-03-20--开源证券-1-2月财政数据点评：财政加力仍可期_page5_图8中央预算内安排资金对基建的投入增加.jpg	根据直方图，哪一项的预算在2023年预计增长最多？	教育	医疗	基础设施投资	社会保障	C
hg	1709	data/figure/hg/2022-10-30--中国银行-宏观观察2022年第47期（总第444期）：我国粮食安全面临的新挑战与应对建议＊_page5_no_caption.jpg	粮食产量最低的省份是？	湖南	四川	江苏	河北	A
hg	1710	data/figure/hg/2023-07-09--民生证券-美国6月非农就业数据点评：美国就业转弱的信号_page1_图3美国失业率和劳动参与率单位_c.jpg	根据直方图，哪一行业在2023年6月的就业数据中增长最多？	教育和保健服务	专业和商业服务	医疗保健	临时支持服务	A
hg	1711	data/figure/hg/2024-03-12--天风证券-海外与大类周报：创新叙事挑战衰退预期_page3_图1港股主要风格指数涨跌幅3438.jpg	哪个指数在图表中表现最差？	恒生高股息率	恒生中国央企指数	恒生小型股	恒生科技	D
hg	1712	data/figure/hg/2023-12-12--海通国际-2024年危化物流展望：稳中求进_page9_图2022年我国液货危险品运输量和运力.jpg	根据直方图，哪种危险品的沿海运输量最大？	成品油	化学品	液化气	无法确定	A
hg	1713	data/figure/hg/2022-10-12--信达证券-专题报告：四季度，我们看股债双牛_page2_.jpg	在2021年9月，哪一项的金额最低？	居民短贷	企业短贷	非银贷款	票据融资	C
hg	1714	data/figure/hg/2024-05-28--光大期货-大类资产策略周报_page9_图表13MSCI地区指数涨跌幅单位.jpg	哪个地区的周跌幅最大？	美国	英国	日本	香港	D
hg	1715	data/figure/hg/2023-05-29--国元证券-宏观研究报告：后续地产销售与投资怎么看？_page3_图4各城市人口流入强度比较.jpg	根据直方图，人口流入强度最高的城市是哪个？	北京	上海	深圳	广州	C
hg	1716	data/figure/hg/2023-07-06--国金证券-大类资产周报第4期：“低库存”下的投资机遇？_page4_图表76月能化产品多数上涨原油玻璃纯碱领涨.jpg	哪种能化产品在6月以来的市场表现中跌幅最大？	苯乙烯	乙二醇	聚丙烯	LPG	A
hg	1717	data/figure/hg/2023-10-08--中国银行-全球经济金融展望报告2023年第4季度（总第56期）_page45_图30德国资本净流出规模变化.jpg	直方图中，哪一年出现了负值且规模较大？	2016H1	2017H1	2018H1	2019H1	C
hg	1718	data/figure/hg/2024-07-31--麦高证券-宏观经济高频数据周报：国有行下调存款利率，生产高频依然偏弱_page13_图表30A股主要指数周涨跌幅.jpg	哪只指数在本周下跌幅度最大？	-3.67	-3.44	-3.07	-3.95	D
hg	1719	data/figure/hg/2023-03-06--东海证券-公募REITs系列研究之二：公募REITs超比例认购，投资者热情高_page25_图21公募REITs上市至今累计总收益.jpg	根据直方图，以下哪个REITs的累计总收益最高？	中航首钢生物质REIT	华安张江光大园REIT	博时招商蛇口产业园REIT	华夏中国交建REIT	A
hg	1720	data/figure/hg/2022-12-18--粤开证券-【粤开宏观】从财税视角看内蒙古：北部边疆的突围之路_page14_图表182021年内蒙古自治区12地市一般公共预算收入质量.jpg	根据直方图，哪个城市的税收收入占比最低？	兴安盟	锡林郭勒盟	呼伦贝尔市	乌兰察布市	A
hg	1721	data/figure/hg/2023-05-30--国金证券-“钱去哪儿了”系列：经济“透视”，来自资金的视角_page5_图表16江苏等沿海皖川等中西省市企业贷款高增.jpg	2023年前4月贷款增速最高的省份是？	安徽	湖北	江西	青海	A
hg	1722	data/figure/hg/2024-06-18--太平洋-5月金融数据点评：社融的“变”与“不变”_page3_社融各分项新增规模.jpg	在2024年5月，哪种融资方式的新增规模最大？	社融规模	人民币贷款	外币贷款	信托贷款	A
hg	1723	data/figure/hg/2022-12-06--中泰证券-2023年宏观经济与资本市场展望：守冬待春_page14_图表21提前下达预算资金亿元.jpg	根据直方图，哪一项的预算资金在2023年最高？	转移支付	县级基本财力保障机制奖补	农业相关转移支付	城乡居民基本养老保险费补助	A
hg	1724	data/figure/hg/2023-08-29--国金证券-海外周度观察：拜登“宽财政”还能持续吗？_page9_图表242024年美国财政收入预计仍能正增长.jpg	从2022年到2030年，美国财政收入的增长趋势如何？	逐年递增	先增后减	波动增长	保持不变	A
hg	1725	data/figure/hg/2023-06-20--国金证券-政策半月谈系列十：促消费，有哪些抓手？_page2_图表22023年部分地区消费券规模超60亿元.jpg	消费券规模超过10亿元的地区有几个？	3	4	5	6	A
hg	1726	data/figure/hg/2024-01-04--华福证券-12月全球经济观察：近四次加息-降息周期中主要大类资产表现_page13_图表1212月全球主要权益市场普遍上涨.jpg	哪只指数的月涨幅接近零？	英国富时100	德国DAX	法国CAC40	恒生指数	D
hg	1727	data/figure/hg/2024-07-24--开源证券-宏观经济点评：财政发力必要性提升_page1_no_caption.jpg	哪项税收的同比增速最高？	房产税	进口环节增值税和消费税	耕地占用税	关税	B
hg	1728	data/figure/hg/2023-11-28--国金证券-见微知著系列之六十二：房地产研究“新范式”_page6_图表10竣工率下滑对应净停工占比上升.jpg	从2010年到2022年，净停工在总施工面积中占比最高的年份是哪一年？	2015年	2018年	2020年	2022年	D
hg	1729	data/figure/hg/2023-09-04--国金证券-“宏观基本面”系列：存款利率下调，今时与往日？_page8_no_caption.jpg	直方图显示的货基久期分布中，哪个区间的数据占比最低？	(0.75, 1]	[0, 0.25]	(0.5, 0.75]	(0.25, 0.5]	A
hg	1730	data/figure/hg/2024-06-16--中国银河-金融高频数据周报：央行如何支持存量住房消化_page1_图3货币市场利率周度平均值环比变化BP.jpg	哪项指标在本周的变化幅度最大？	SHIBOR隔夜	R007	GC001	FR007:1年	A
hg	1731	data/figure/hg/2024-05-15--粤开证券-【粤开宏观】城投公司转型的可能方向与风险—城投转型系列之三_page9_图表2截至2022年底各业务类型城投公司公益性和准公益性业务收入占比均值.jpg	哪类业务的公益性和准公益性主营占比最高？	棚改/保障房建设	基础设施建设	土地开发整理	公用事业	A
hg	1732	data/figure/hg/2022-10-27--国金证券-9月财政数据点评：稳增长转由“准财政”驱动_page3_图表69月地方政府性基金收入当月进度较低.jpg	根据直方图，哪一年的地方政府性基金收入占预算比重最低？	2016年	2017年	2021年	2022年	D
hg	1733	data/figure/hg/2022-10-26--中航证券-2022年9月及前三季度经济数据点评：全年经济“√”型确立，但复苏基础依然不牢固_page9_图14固投及主要分项累计同比走势.jpg	哪一项对固投的拉动力最大？	固投总体	制造业	基建	房地产	C
hg	1734	data/figure/hg/2023-06-14--平安证券-2023下半年宏观经济展望：产能周期下的嬗变_page60_美国银行倒闭数量.jpg	从1986年到1992年，美国银行倒闭数量的变化趋势是什么？	逐年增加	先增后减	逐年减少	波动不定	B
hg	1735	data/figure/hg/2023-06-27--国金证券-政策半月谈系列十一：金融工作会议，这次不一样？_page10_图表272023年部分地区城投债到期规模攀升.jpg	根据直方图，哪个地区的城投债到期规模最大？	江苏	浙江	广东	山东	A
hg	1736	data/figure/hg/2024-02-08--粤开证券-【粤开宏观】1949-2023年中国各省份财政收入排名变迁_page6_图表41978年各省市自治区一般公共预算收入情况.jpg	哪一省份的财政收入最高？	上海	辽宁	山东	北京	A
hg	1737	data/figure/hg/2022-12-18--粤开证券-【粤开宏观】从财税视角看内蒙古：北部边疆的突围之路_page7_图表4内蒙古自治区12市人均GDP.jpg	从图表中可以看出，2021年人均GDP最低的城市是？	兴安盟	通辽市	赤峰市	巴彦淖尔市	A
hg	1738	data/figure/hg/2022-10-12--天风证券-10月第2周资产配置报告：风险定价-A股位于便宜且相对超卖的区间内_page1_图110月第1周各类资产收益率.jpg	直方图中，哪类资产的收益率最低？	成长	周期	金融	消费	A
hg	1739	data/figure/hg/2023-05-30--中诚信国际-4月工业企业利润数据点评：低基数支撑工业企业利润降幅收窄，关注私营企业资产负债率被动扩张_page2_数据来源Wind中诚信国际.jpg	根据直方图，哪一类利润占比在4月明显高于3月？	上游利润占比	中游利润占比	下游利润占比	公用事业利润占比	B
hg	1740	data/figure/hg/2023-10-04--东吴证券-宏观点评：风波又起！这次美国政府关门影响有多大？_page1_图1历史上美国政府停摆并不罕见.jpg	在1976年至1987年间，美国政府关门时长超过10天的年份有几个？	3个	4个	5个	6个	B
hg	1741	data/figure/hg/2022-11-28--艾瑞股份-中国当代新型恋爱关系白皮书_page32_新型恋爱关系的价值供给.jpg	哪种价值供给的占比最低？	经济价值	个人发展	身体陪伴（性价值）	短暂的荷尔蒙冲击	A
hg	1742	data/figure/hg/2024-07-10--天风证券-微观流动性跟踪：ETF延续大额净流入，两融及北向大幅撤出_page12_图18本期与未来两周解禁规模.jpg	在直方图中，哪一周的周度解禁流通市值最高？	2306/18	2407/14	2301/15	2303/07	A
hg	1743	data/figure/hg/2023-04-21--天风证券-宏观点评：消费复苏进入第二阶段_page1_图1社零3月季调环比的修复情况.jpg	哪一年的3月环比值低于0？	2019年	2020年	2022年	2023年	C
hg	1744	data/figure/hg/2024-07-03--国联证券-美国再通胀研究：美国通胀回落：从供给改善到需求走弱_page23_图表342019年房贷固定利率比例.jpg	在2019年的房贷中，固定利率的比例大约是多少？	85%	90%	95%	100%	B
